,Unnamed: 0,POS,Player,Mat,Inns,NO,Runs,HS,Avg,BF,SR,100,50,4s,6s,year,TeamName,unique,imaged_url
546,546,70,Krishnappa Gowtham,2,2,1,42,22,42.0,27,155.55,0,0,3,2,2020,PBKS,krishnappagowtham,https://scores.iplt20.com/ipl/playerimages/Krishnappa%20Gowtham.png
547,547,71,Yashasvi Jaiswal,3,3,0,40,34,13.33,44,90.9,0,0,2,2,2020,RR,yashasvijaiswal,https://scores.iplt20.com/ipl/playerimages/Yashasvi%20Jaiswal.png
548,548,72,Shreyas Gopal,14,5,1,37,23,9.25,39,94.87,0,0,3,0,2020,RR,shreyasgopal,https://scores.iplt20.com/ipl/playerimages/Shreyas%20Gopal.png
549,549,73,Ravichandran Ashwin,15,6,3,37,14,12.33,34,108.82,0,0,3,1,2020,DC,ravichandranashwin,https://scores.iplt20.com/ipl/playerimages/Ravichandran%20Ashwin.png
550,550,74,Rashid Khan,16,7,3,35,14,8.75,30,116.66,0,0,3,2,2020,SRH,rashidkhan,https://scores.iplt20.com/ipl/playerimages/Rashid%20Khan.png
551,551,75,Chris Morris,9,5,1,34,25,8.5,21,161.9,0,0,2,3,2020,RCB,chrismorris,https://scores.iplt20.com/ipl/playerimages/Chris%20Morris.png
552,552,76,Narayan Jagadeesan,5,2,0,33,33,16.5,29,113.79,0,0,4,0,2020,CSK,narayanjagadeesan,https://scores.iplt20.com/ipl/playerimages/Narayan%20Jagadeesan.png
553,553,77,Sarfaraz Khan,5,3,1,33,14,16.5,29,113.79,0,0,5,0,2020,PBKS,sarfarazkhan,https://scores.iplt20.com/ipl/playerimages/Sarfaraz%20Khan.png
554,554,78,Alex Carey,3,3,1,32,14,16.0,29,110.34,0,0,0,1,2020,DC,alexcarey,https://scores.iplt20.com/ipl/playerimages/Alex%20Carey.png
555,555,79,Murali Vijay,3,3,0,32,21,10.66,43,74.41,0,0,4,0,2020,CSK,muralivijay,https://scores.iplt20.com/ipl/playerimages/Murali%20Vijay.png
556,556,80,Chris Jordan,9,5,2,29,13,9.66,31,93.54,0,0,2,0,2020,PBKS,chrisjordan,https://scores.iplt20.com/ipl/playerimages/Chris%20Jordan.png
557,557,81,Navdeep Saini,13,3,2,27,12,27.0,27,100.0,0,0,3,0,2020,RCB,navdeepsaini,https://scores.iplt20.com/ipl/playerimages/Navdeep%20Saini.png
558,558,82,Nathan Coulter-Nile,7,2,1,25,24,25.0,15,166.66,0,0,4,0,2020,MI,nathancoulternile,https://scores.iplt20.com/ipl/playerimages/Nathan%20Coulter-Nile.png
559,559,83,Kamlesh Nagarkoti,10,6,3,22,8,7.33,31,70.96,0,0,1,0,2020,KKR,kamleshnagarkoti,https://scores.iplt20.com/ipl/playerimages/Kamlesh%20Nagarkoti.png
560,560,84,Harshal Patel,5,2,0,21,16,10.5,24,87.5,0,0,2,0,2020,DC,harshalpatel,https://scores.iplt20.com/ipl/playerimages/Harshal%20Patel.png
561,561,85,Tushar Deshpande,5,2,1,21,20,21.0,12,175.0,0,0,2,1,2020,DC,tushardeshpande,https://scores.iplt20.com/ipl/playerimages/Tushar%20Deshpande.png
562,562,86,Jimmy Neesham,5,3,1,19,10,9.5,18,105.55,0,0,0,1,2020,PBKS,jimmyneesham,https://scores.iplt20.com/ipl/playerimages/Jimmy%20Neesham.png
563,563,87,Tom Banton,2,2,0,18,10,9.0,20,90.0,0,0,1,1,2020,KKR,tombanton,https://scores.iplt20.com/ipl/playerimages/Tom%20Banton.png
564,564,88,Mohammed Siraj,9,3,2,17,10,17.0,14,121.42,0,0,2,0,2020,RCB,mohammedsiraj,https://scores.iplt20.com/ipl/playerimages/Mohammed%20Siraj.png
565,565,89,Karun Nair,4,3,1,16,15,8.0,14,114.28,0,0,2,0,2020,PBKS,karunnair,https://scores.iplt20.com/ipl/playerimages/Karun%20Nair.png
566,566,90,Prabhsimran Singh,2,2,0,15,11,7.5,15,100.0,0,0,2,0,2020,PBKS,prabhsimransingh,https://scores.iplt20.com/ipl/playerimages/Prabhsimran%20Singh.png
567,567,91,Isuru Udana,10,4,1,15,10,5.0,11,136.36,0,0,1,1,2020,RCB,isuruudana,https://scores.iplt20.com/ipl/playerimages/Isuru%20Udana.png
568,568,92,James Pattinson,10,2,1,15,11,15.0,13,115.38,0,0,2,0,2020,MI,jamespattinson,https://scores.iplt20.com/ipl/playerimages/James%20Pattinson.png
569,569,93,Imran Tahir,3,1,1,13,13,0.0,10,130.0,0,0,2,0,2020,CSK,imrantahir,https://scores.iplt20.com/ipl/playerimages/Imran%20Tahir.png
570,570,94,Kuldeep Yadav,5,2,1,13,12,13.0,21,61.9,0,0,1,0,2020,KKR,kuldeepyadav,https://scores.iplt20.com/ipl/playerimages/Kuldeep%20Yadav.png
571,571,95,Moeen Ali,3,3,0,12,11,4.0,16,75.0,0,0,1,0,2020,RCB,moeenali,https://scores.iplt20.com/ipl/playerimages/Moeen%20Ali.png
572,572,96,Shardul Thakur,9,2,1,12,11,12.0,21,57.14,0,0,0,0,2020,CSK,shardulthakur,https://scores.iplt20.com/ipl/playerimages/Shardul%20Thakur.png
573,573,97,Sandeep Sharma,13,5,3,12,9,6.0,15,80.0,0,0,1,0,2020,SRH,sandeepsharma,https://scores.iplt20.com/ipl/playerimages/Sandeep%20Sharma.png
574,574,98,Mohammad Nabi,1,1,1,11,11,0.0,8,137.5,0,0,2,0,2020,SRH,mohammadnabi,https://scores.iplt20.com/ipl/playerimages/Mohammad%20Nabi.png
575,575,99,Rinku Singh,1,1,0,11,11,11.0,11,100.0,0,0,1,0,2020,KKR,rinkusingh,https://scores.iplt20.com/ipl/playerimages/Rinku%20Singh.png
576,576,100,Shivam Mavi,8,3,1,10,9,5.0,14,71.42,0,0,1,0,2020,KKR,shivammavi,https://scores.iplt20.com/ipl/playerimages/Shivam%20Mavi.png
577,577,101,Varun Chakaravarthy,13,3,1,10,7,5.0,15,66.66,0,0,0,0,2020,KKR,varunchakaravarthy,https://scores.iplt20.com/ipl/playerimages/Varun%20Chakaravarthy.png
578,578,102,Ankit Rajpoot,6,2,1,9,7,9.0,10,90.0,0,0,0,1,2020,RR,ankitrajpoot,https://scores.iplt20.com/ipl/playerimages/Ankit%20Rajpoot.png
579,579,103,Jaydev Unadkat,7,1,0,9,9,9.0,13,69.23,0,0,0,0,2020,RR,jaydevunadkat,https://scores.iplt20.com/ipl/playerimages/Jaydev%20Unadkat.png
580,580,104,Pravin Dubey,3,1,1,7,7,0.0,13,53.84,0,0,0,0,2020,DC,pravindubey,https://scores.iplt20.com/ipl/playerimages/Pravin%20Dubey.png
581,581,105,Dwayne Bravo,6,2,0,7,7,3.5,6,116.66,0,0,0,0,2020,CSK,dwaynebravo,https://scores.iplt20.com/ipl/playerimages/Dwayne%20Bravo.png
582,582,106,Shahbaz Nadeem,7,2,1,7,5,7.0,8,87.5,0,0,1,0,2020,SRH,shahbaznadeem,https://scores.iplt20.com/ipl/playerimages/Shahbaz%20Nadeem.png
583,583,107,Deepak Chahar,14,3,2,7,5,7.0,12,58.33,0,0,0,0,2020,CSK,deepakchahar,https://scores.iplt20.com/ipl/playerimages/Deepak%20Chahar.png
584,584,108,Ravi Bishnoi,14,3,2,7,6,7.0,12,58.33,0,0,1,0,2020,PBKS,ravibishnoi,https://scores.iplt20.com/ipl/playerimages/Ravi%20Bishnoi.png
585,585,109,Anrich Nortje,16,5,4,7,3,7.0,6,116.66,0,0,0,0,2020,DC,anrichnortje,https://scores.iplt20.com/ipl/playerimages/Anrich%20Nortje.png
586,586,110,Andrew Tye,1,1,0,6,6,6.0,6,100.0,0,0,0,1,2020,RR,andrewtye,https://scores.iplt20.com/ipl/playerimages/Andrew%20Tye.png
587,587,111,Jasprit Bumrah,15,1,1,5,5,0.0,3,166.66,0,0,0,0,2020,MI,jaspritbumrah,https://scores.iplt20.com/ipl/playerimages/Jasprit%20Bumrah.png
588,588,112,Murugan Ashwin,9,1,0,4,4,4.0,4,100.0,0,0,0,0,2020,PBKS,muruganashwin,https://scores.iplt20.com/ipl/playerimages/Murugan%20Ashwin.png
589,589,113,Kartik Tyagi,10,3,2,4,2,4.0,6,66.66,0,0,0,0,2020,RR,kartiktyagi,https://scores.iplt20.com/ipl/playerimages/Kartik%20Tyagi.png
590,590,114,Dhawal Kulkarni,1,1,1,3,3,0.0,2,150.0,0,0,0,0,2020,MI,dhawalkulkarni,https://scores.iplt20.com/ipl/playerimages/Dhawal%20Kulkarni.png
591,591,115,T Natarajan,16,3,3,3,3,0.0,5,60.0,0,0,0,0,2020,SRH,tnatarajan,https://scores.iplt20.com/ipl/playerimages/T%20Natarajan.png
592,592,116,Prasidh Krishna,6,2,2,2,2,0.0,4,50.0,0,0,0,0,2020,KKR,prasidhkrishna,https://scores.iplt20.com/ipl/playerimages/Prasidh%20Krishna.png
593,593,117,Mohammad Shami,14,3,2,2,2,2.0,3,66.66,0,0,0,0,2020,PBKS,mohammadshami,https://scores.iplt20.com/ipl/playerimages/Mohammad%20Shami.png
594,594,118,Rahul Chahar,15,1,1,2,2,0.0,4,50.0,0,0,0,0,2020,MI,rahulchahar,https://scores.iplt20.com/ipl/playerimages/Rahul%20Chahar.png
595,595,119,Nikhil Naik,1,1,0,1,1,1.0,3,33.33,0,0,0,0,2020,KKR,nikhilnaik,https://scores.iplt20.com/ipl/playerimages/Nikhil%20Naik.png
596,596,120,Mujeeb Ur Rahman,2,1,0,1,1,1.0,3,33.33,0,0,0,0,2020,PBKS,mujeeburrahman,https://scores.iplt20.com/ipl/playerimages/Mujeeb%20Ur%20Rahman.png
597,597,121,Shahbaz Ahmed,2,1,1,1,1,0.0,1,100.0,0,0,0,0,2020,RCB,shahbazahmed,https://scores.iplt20.com/ipl/playerimages/Shahbaz%20Ahmed.png
598,598,122,Dale Steyn,3,1,1,1,1,0.0,2,50.0,0,0,0,0,2020,RCB,dalesteyn,https://scores.iplt20.com/ipl/playerimages/Dale%20Steyn.png
599,599,123,Varun Aaron,3,2,1,1,1,1.0,10,10.0,0,0,0,0,2020,RR,varunaaron,https://scores.iplt20.com/ipl/playerimages/Varun%20Aaron.png
600,600,124,Yuzvendra Chahal,15,2,1,1,1,1.0,3,33.33,0,0,0,0,2020,RCB,yuzvendrachahal,https://scores.iplt20.com/ipl/playerimages/Yuzvendra%20Chahal.png
601,601,125,Mitchell Marsh,1,1,0,0,0,0.0,1,0.0,0,0,0,0,2020,SRH,mitchellmarsh,https://scores.iplt20.com/ipl/playerimages/Mitchell%20Marsh.png
602,602,126,Shreevats Goswami,2,2,0,0,0,0.0,4,0.0,0,0,0,0,2020,SRH,shreevatsgoswami,https://scores.iplt20.com/ipl/playerimages/Shreevats%20Goswami.png
603,603,127,Umesh Yadav,2,1,0,0,0,0.0,2,0.0,0,0,0,0,2020,RCB,umeshyadav,https://scores.iplt20.com/ipl/playerimages/Umesh%20Yadav.png
604,604,128,Daniel Sams,3,1,0,0,0,0.0,2,0.0,0,0,0,0,2020,DC,danielsams,https://scores.iplt20.com/ipl/playerimages/Daniel%20Sams.png
605,605,129,Bhuvneshwar Kumar,4,1,0,0,0,0.0,2,0.0,0,0,0,0,2020,SRH,bhuvneshwarkumar,https://scores.iplt20.com/ipl/playerimages/Bhuvneshwar%20Kumar.png
606,606,130,Sheldon Cottrell,6,1,0,0,0,0.0,2,0.0,0,0,0,0,2020,PBKS,sheldoncottrell,https://scores.iplt20.com/ipl/playerimages/Sheldon%20Cottrell.png
607,607,131,Khaleel Ahmed,7,1,0,0,0,0.0,2,0.0,0,0,0,0,2020,SRH,khaleelahmed,https://scores.iplt20.com/ipl/playerimages/Khaleel%20Ahmed.png
608,608,132,Arshdeep Singh,8,1,0,0,0,0.0,3,0.0,0,0,0,0,2020,PBKS,arshdeepsingh,https://scores.iplt20.com/ipl/playerimages/Arshdeep%20Singh.png
609,609,133,Trent Boult,15,1,0,0,0,0.0,1,0.0,0,0,0,0,2020,MI,trentboult,https://scores.iplt20.com/ipl/playerimages/Trent%20Boult.png
610,610,1,David Warner,12,12,2,692,100,69.2,481,143.86,1,8,57,21,2019,SRH,davidwarner,https://scores.iplt20.com/ipl/playerimages/David%20Warner.png
611,611,2,KL Rahul,14,14,3,593,100,53.9,438,135.38,1,6,49,25,2019,PBKS,klrahul,https://scores.iplt20.com/ipl/playerimages/KL%20Rahul.png
612,612,3,Quinton de Kock,16,16,1,529,81,35.26,398,132.91,0,4,45,25,2019,MI,quintondekock,https://scores.iplt20.com/ipl/playerimages/Quinton%20de%20Kock.png
613,613,4,Shikhar Dhawan,16,16,1,521,97,34.73,384,135.67,0,5,64,11,2019,DC,shikhardhawan,https://scores.iplt20.com/ipl/playerimages/Shikhar%20Dhawan.png
614,614,5,Andre Russell,14,13,4,510,80,56.66,249,204.81,0,4,31,52,2019,KKR,andrerussell,https://scores.iplt20.com/ipl/playerimages/Andre%20Russell.png
615,615,6,Chris Gayle,13,13,1,490,99,40.83,319,153.6,0,4,45,34,2019,PBKS,chrisgayle,https://scores.iplt20.com/ipl/playerimages/Chris%20Gayle.png
616,616,7,Rishabh Pant,16,16,3,488,78,37.53,300,162.66,0,3,37,27,2019,DC,rishabhpant,https://scores.iplt20.com/ipl/playerimages/Rishabh%20Pant.png
617,617,8,Virat Kohli,14,14,0,464,100,33.14,328,141.46,1,2,46,13,2019,RCB,viratkohli,https://scores.iplt20.com/ipl/playerimages/Virat%20Kohli.png
618,618,9,Shreyas Iyer,16,16,1,463,67,30.86,386,119.94,0,3,41,14,2019,DC,shreyasiyer,https://scores.iplt20.com/ipl/playerimages/Shreyas%20Iyer.png
619,619,10,Jonny Bairstow,10,10,2,445,114,55.62,283,157.24,1,2,48,18,2019,SRH,jonnybairstow,https://scores.iplt20.com/ipl/playerimages/Jonny%20Bairstow.png
620,620,11,AB de Villiers,13,13,3,442,82,44.2,287,154.0,0,5,31,26,2019,RCB,abdevilliers,https://scores.iplt20.com/ipl/playerimages/AB%20de%20Villiers.png
621,621,12,Suryakumar Yadav,16,15,2,424,71,32.61,324,130.86,0,2,45,10,2019,MI,suryakumaryadav,https://scores.iplt20.com/ipl/playerimages/Suryakumar%20Yadav.png
622,622,13,MS Dhoni,15,12,7,416,84,83.2,309,134.62,0,3,22,23,2019,CSK,msdhoni,https://scores.iplt20.com/ipl/playerimages/MS%20Dhoni.png
623,623,14,Chris Lynn,13,13,0,405,82,31.15,290,139.65,0,4,41,22,2019,KKR,chrislynn,https://scores.iplt20.com/ipl/playerimages/Chris%20Lynn.png
624,624,15,Rohit Sharma,15,15,1,405,67,28.92,315,128.57,0,2,52,10,2019,MI,rohitsharma,https://scores.iplt20.com/ipl/playerimages/Rohit%20Sharma.png
625,625,16,Hardik Pandya,16,15,6,402,91,44.66,210,191.42,0,1,28,29,2019,MI,hardikpandya,https://scores.iplt20.com/ipl/playerimages/Hardik%20Pandya.png
626,626,17,Shane Watson,17,17,0,398,96,23.41,312,127.56,0,3,42,20,2019,CSK,shanewatson,https://scores.iplt20.com/ipl/playerimages/Shane%20Watson.png
627,627,18,Faf du Plessis,12,12,1,396,96,36.0,321,123.36,0,3,36,15,2019,CSK,fafduplessis,https://scores.iplt20.com/ipl/playerimages/Faf%20du%20Plessis.png
628,628,19,Ajinkya Rahane,14,13,1,393,105,32.75,285,137.89,1,1,45,9,2019,RR,ajinkyarahane,https://scores.iplt20.com/ipl/playerimages/Ajinkya%20Rahane.png
629,629,20,Suresh Raina,17,17,1,383,59,23.93,314,121.97,0,3,45,9,2019,CSK,sureshraina,https://scores.iplt20.com/ipl/playerimages/Suresh%20Raina.png
630,630,21,Parthiv Patel,14,14,0,373,67,26.64,268,139.17,0,2,48,10,2019,RCB,parthivpatel,https://scores.iplt20.com/ipl/playerimages/Parthiv%20Patel.png
631,631,22,Prithvi Shaw,16,16,0,353,99,22.06,264,133.71,0,2,45,9,2019,DC,prithvishaw,https://scores.iplt20.com/ipl/playerimages/Prithvi%20Shaw.png
632,632,23,Manish Pandey,12,11,3,344,83,43.0,263,130.79,0,3,34,6,2019,SRH,manishpandey,https://scores.iplt20.com/ipl/playerimages/Manish%20Pandey.png
633,633,24,Nitish Rana,14,11,1,344,85,34.4,235,146.38,0,3,27,21,2019,KKR,nitishrana,https://scores.iplt20.com/ipl/playerimages/Nitish%20Rana.png
634,634,25,Sanju Samson,12,12,2,342,102,34.2,230,148.69,1,0,28,13,2019,RR,sanjusamson,https://scores.iplt20.com/ipl/playerimages/Sanju%20Samson.png
635,635,26,Mayank Agarwal,13,13,0,332,58,25.53,234,141.88,0,2,26,14,2019,PBKS,mayankagarwal,https://scores.iplt20.com/ipl/playerimages/Mayank%20Agarwal.png
636,636,27,Steve Smith,12,10,2,319,73,39.87,275,116.0,0,3,30,4,2019,RR,stevesmith,https://scores.iplt20.com/ipl/playerimages/Steve%20Smith.png
637,637,28,Jos Buttler,8,8,0,311,89,38.87,205,151.7,0,3,38,14,2019,RR,josbuttler,https://scores.iplt20.com/ipl/playerimages/Jos%20Buttler.png
638,638,29,Shubman Gill,14,13,4,296,76,32.88,238,124.36,0,3,21,10,2019,KKR,shubmangill,https://scores.iplt20.com/ipl/playerimages/Shubman%20Gill.png
639,639,30,Robin Uthappa,12,11,2,282,67,31.33,245,115.1,0,1,28,10,2019,KKR,robinuthappa,https://scores.iplt20.com/ipl/playerimages/Robin%20Uthappa.png
640,640,31,Ambati Rayudu,17,17,5,282,57,23.5,303,93.06,0,1,20,7,2019,CSK,ambatirayudu,https://scores.iplt20.com/ipl/playerimages/Ambati%20Rayudu.png
641,641,32,Kieron Pollard,16,14,6,279,83,34.87,178,156.74,0,1,14,22,2019,MI,kieronpollard,https://scores.iplt20.com/ipl/playerimages/Kieron%20Pollard.png
642,642,33,Dinesh Karthik,14,13,5,253,97,31.62,173,146.24,0,2,22,14,2019,KKR,dineshkarthik,https://scores.iplt20.com/ipl/playerimages/Dinesh%20Karthik.png
643,643,34,Vijay Shankar,15,14,2,244,40,20.33,193,126.42,0,0,11,12,2019,SRH,vijayshankar,https://scores.iplt20.com/ipl/playerimages/Vijay%20Shankar.png
644,644,35,Moeen Ali,11,10,2,220,66,27.5,133,165.41,0,2,16,17,2019,RCB,moeenali,https://scores.iplt20.com/ipl/playerimages/Moeen%20Ali.png
645,645,36,David Miller,10,10,2,213,59,26.62,164,129.87,0,1,19,7,2019,PBKS,davidmiller,https://scores.iplt20.com/ipl/playerimages/David%20Miller.png
646,646,37,Marcus Stoinis,10,10,6,211,46,52.75,156,135.25,0,0,14,10,2019,RCB,marcusstoinis,https://scores.iplt20.com/ipl/playerimages/Marcus%20Stoinis.png
647,647,38,Colin Ingram,12,12,2,184,47,18.4,154,119.48,0,0,20,5,2019,DC,coliningram,https://scores.iplt20.com/ipl/playerimages/Colin%20Ingram.png
648,648,39,Krunal Pandya,16,15,4,183,42,16.63,150,122.0,0,0,18,5,2019,MI,krunalpandya,https://scores.iplt20.com/ipl/playerimages/Krunal%20Pandya.png
649,649,40,Sarfaraz Khan,8,5,1,180,67,45.0,143,125.87,0,1,19,4,2019,PBKS,sarfarazkhan,https://scores.iplt20.com/ipl/playerimages/Sarfaraz%20Khan.png
650,650,41,Nicholas Pooran,7,6,0,168,48,28.0,107,157.0,0,0,10,14,2019,PBKS,nicholaspooran,https://scores.iplt20.com/ipl/playerimages/Nicholas%20Pooran.png
651,651,42,Mandeep Singh,13,12,8,165,33,41.25,120,137.5,0,0,10,4,2019,PBKS,mandeepsingh,https://scores.iplt20.com/ipl/playerimages/Mandeep%20Singh.png
652,652,43,Kedar Jadhav,14,12,3,162,58,18.0,169,95.85,0,1,19,3,2019,CSK,kedarjadhav,https://scores.iplt20.com/ipl/playerimages/Kedar%20Jadhav.png
653,653,44,Riyan Parag,7,5,0,160,50,32.0,126,126.98,0,1,17,5,2019,RR,riyanparag,https://scores.iplt20.com/ipl/playerimages/Riyan%20Parag.png
654,654,45,Kane Williamson,9,9,2,156,70,22.28,130,120.0,0,1,12,5,2019,SRH,kanewilliamson,https://scores.iplt20.com/ipl/playerimages/Kane%20Williamson.png
655,655,46,Sunil Narine,12,9,1,143,47,17.87,86,166.27,0,0,17,9,2019,KKR,sunilnarine,https://scores.iplt20.com/ipl/playerimages/Sunil%20Narine.png
656,656,47,Rahul Tripathi,8,7,1,141,50,23.5,118,119.49,0,1,13,2,2019,RR,rahultripathi,https://scores.iplt20.com/ipl/playerimages/Rahul%20Tripathi.png
657,657,48,Ben Stokes,9,9,3,123,46,20.5,99,124.24,0,0,8,4,2019,RR,benstokes,https://scores.iplt20.com/ipl/playerimages/Ben%20Stokes.png
658,658,49,Mohammad Nabi,8,7,1,115,31,19.16,76,151.31,0,0,8,7,2019,SRH,mohammadnabi,https://scores.iplt20.com/ipl/playerimages/Mohammad%20Nabi.png
659,659,50,Axar Patel,14,12,6,110,26,18.33,88,125.0,0,0,10,3,2019,DC,axarpatel,https://scores.iplt20.com/ipl/playerimages/Axar%20Patel.png
660,660,51,Ravindra Jadeja,16,9,6,106,31,35.33,88,120.45,0,0,7,4,2019,CSK,ravindrajadeja,https://scores.iplt20.com/ipl/playerimages/Ravindra%20Jadeja.png
661,661,52,Ishan Kishan,7,6,0,101,28,16.83,100,101.0,0,0,8,4,2019,MI,ishankishan,https://scores.iplt20.com/ipl/playerimages/Ishan%20Kishan.png
662,662,53,Gurkeerat Mann Singh,3,3,0,98,65,32.66,70,140.0,0,1,11,2,2019,RCB,gurkeeratmannsingh,https://scores.iplt20.com/ipl/playerimages/Gurkeerat%20Mann%20Singh.png
663,663,54,Yuvraj Singh,4,4,0,98,53,24.5,75,130.66,0,1,7,6,2019,MI,yuvrajsingh,https://scores.iplt20.com/ipl/playerimages/Yuvraj%20Singh.png
664,664,55,Sam Curran,9,8,4,95,55,23.75,55,172.72,0,1,13,3,2019,PBKS,samcurran,https://scores.iplt20.com/ipl/playerimages/Sam%20Curran.png
665,665,56,Shimron Hetmyer,5,5,0,90,75,18.0,73,123.28,0,1,4,7,2019,RCB,shimronhetmyer,https://scores.iplt20.com/ipl/playerimages/Shimron%20Hetmyer.png
666,666,57,Wriddhiman Saha,5,5,0,86,28,17.2,53,162.26,0,0,13,1,2019,SRH,wriddhimansaha,https://scores.iplt20.com/ipl/playerimages/Wriddhiman%20Saha.png
667,667,58,Colin Munro,4,4,0,84,40,21.0,70,120.0,0,0,9,4,2019,DC,colinmunro,https://scores.iplt20.com/ipl/playerimages/Colin%20Munro.png
668,668,59,Martin Guptill,3,3,0,81,36,27.0,53,152.83,0,0,4,7,2019,SRH,martinguptill,https://scores.iplt20.com/ipl/playerimages/Martin%20Guptill.png
669,669,60,Dwayne Bravo,12,9,4,80,27,16.0,66,121.21,0,0,6,3,2019,CSK,dwaynebravo,https://scores.iplt20.com/ipl/playerimages/Dwayne%20Bravo.png
670,670,61,Sherfane Rutherford,7,7,2,73,28,14.6,54,135.18,0,0,2,7,2019,DC,sherfanerutherford,https://scores.iplt20.com/ipl/playerimages/Sherfane%20Rutherford.png
671,671,62,Liam Livingstone,4,4,1,71,44,23.66,48,147.91,0,0,6,5,2019,RR,liamlivingstone,https://scores.iplt20.com/ipl/playerimages/Liam%20Livingstone.png
672,672,63,Stuart Binny,8,5,2,70,33,23.33,40,175.0,0,0,5,4,2019,RR,stuartbinny,https://scores.iplt20.com/ipl/playerimages/Stuart%20Binny.png
673,673,64,Jofra Archer,11,5,3,67,27,33.5,40,167.5,0,0,4,4,2019,RR,jofraarcher,https://scores.iplt20.com/ipl/playerimages/Jofra%20Archer.png
674,674,65,Murali Vijay,2,2,0,64,38,32.0,61,104.91,0,0,6,1,2019,CSK,muralivijay,https://scores.iplt20.com/ipl/playerimages/Murali%20Vijay.png
675,675,66,Deepak Hooda,11,7,1,64,20,10.66,63,101.58,0,0,5,1,2019,SRH,deepakhooda,https://scores.iplt20.com/ipl/playerimages/Deepak%20Hooda.png
676,676,67,Shreyas Gopal,14,7,3,63,19,15.75,46,136.95,0,0,8,1,2019,RR,shreyasgopal,https://scores.iplt20.com/ipl/playerimages/Shreyas%20Gopal.png
677,677,68,Akshdeep Nath,8,5,0,61,24,12.2,57,107.01,0,0,5,2,2019,RCB,akshdeepnath,https://scores.iplt20.com/ipl/playerimages/Akshdeep%20Nath.png
678,678,69,Evin Lewis,3,3,0,48,32,16.0,52,92.3,0,0,4,2,2019,MI,evinlewis,https://scores.iplt20.com/ipl/playerimages/Evin%20Lewis.png
679,679,70,Colin de Grandhomme,4,4,1,46,37,15.33,49,93.87,0,0,4,2,2019,RCB,colindegrandhomme,https://scores.iplt20.com/ipl/playerimages/Colin%20de%20Grandhomme.png
680,680,71,Piyush Chawla,13,5,2,42,14,14.0,37,113.51,0,0,4,2,2019,KKR,piyushchawla,https://scores.iplt20.com/ipl/playerimages/Piyush%20Chawla.png
681,681,72,Ravichandran Ashwin,14,6,1,42,17,8.4,28,150.0,0,0,3,3,2019,PBKS,ravichandranashwin,https://scores.iplt20.com/ipl/playerimages/Ravichandran%20Ashwin.png
682,682,73,Shivam Dube,4,4,1,40,24,13.33,33,121.21,0,0,1,3,2019,RCB,shivamdube,https://scores.iplt20.com/ipl/playerimages/Shivam%20Dube.png
683,683,74,Yusuf Pathan,10,8,5,40,16,13.33,45,88.88,0,0,1,1,2019,SRH,yusufpathan,https://scores.iplt20.com/ipl/playerimages/Yusuf%20Pathan.png
684,684,75,Rinku Singh,5,3,1,37,30,18.5,34,108.82,0,0,1,2,2019,KKR,rinkusingh,https://scores.iplt20.com/ipl/playerimages/Rinku%20Singh.png
685,685,76,Rashid Khan,15,8,3,34,17,6.8,23,147.82,0,0,2,2,2019,SRH,rashidkhan,https://scores.iplt20.com/ipl/playerimages/Rashid%20Khan.png
686,686,77,Mitchell Santner,4,2,1,32,22,32.0,23,139.13,0,0,0,3,2019,CSK,mitchellsantner,https://scores.iplt20.com/ipl/playerimages/Mitchell%20Santner.png
687,687,78,Chris Morris,9,6,0,32,17,5.33,37,86.48,0,0,1,2,2019,DC,chrismorris,https://scores.iplt20.com/ipl/playerimages/Chris%20Morris.png
688,688,79,Rahul Tewatia,5,4,3,26,11,26.0,22,118.18,0,0,2,1,2019,DC,rahultewatia,https://scores.iplt20.com/ipl/playerimages/Rahul%20Tewatia.png
689,689,80,Umesh Yadav,11,7,5,25,14,12.5,25,100.0,0,0,3,1,2019,RCB,umeshyadav,https://scores.iplt20.com/ipl/playerimages/Umesh%20Yadav.png
690,690,81,Amit Mishra,11,4,2,21,8,10.5,24,87.5,0,0,2,0,2019,DC,amitmishra,https://scores.iplt20.com/ipl/playerimages/Amit%20Mishra.png
691,691,82,Harpreet Brar,2,1,1,20,20,0.0,12,166.66,0,0,2,1,2019,PBKS,harpreetbrar,https://scores.iplt20.com/ipl/playerimages/Harpreet%20Brar.png
692,692,83,Prayas Ray Barman,1,1,0,19,19,19.0,24,79.16,0,0,2,0,2019,RCB,prayasraybarman,https://scores.iplt20.com/ipl/playerimages/Prayas%20Ray%20Barman.png
693,693,84,Ben Cutting,3,3,1,18,13,9.0,17,105.88,0,0,1,1,2019,MI,bencutting,https://scores.iplt20.com/ipl/playerimages/Ben%20Cutting.png
694,694,85,Krishnappa Gowtham,7,4,1,18,9,6.0,19,94.73,0,0,1,1,2019,RR,krishnappagowtham,https://scores.iplt20.com/ipl/playerimages/Krishnappa%20Gowtham.png
695,695,86,Keemo Paul,8,6,1,18,7,3.6,24,75.0,0,0,1,1,2019,DC,keemopaul,https://scores.iplt20.com/ipl/playerimages/Keemo%20Paul.png
696,696,87,Prabhsimran Singh,1,1,0,16,16,16.0,17,94.11,0,0,1,1,2019,PBKS,prabhsimransingh,https://scores.iplt20.com/ipl/playerimages/Prabhsimran%20Singh.png
